Seller SKU ID,ISBN13,Title,Author,Publisher,Binding,Language,Book Subcategory,Main Image URL,Other Image URL 1,Other Image URL 2,Other Image URL 3,Other Image URL 4,Other Image URL 5,Other Image URL 6,Other Image URL 7,Other Image URL 8,Other Image URL 9,Other Image URL 10,Edition,Publication Year,Pages,Genre,Items Included,ISBN10,About Author,Description,Pack of,Genre New,Book Category
Intelligent Investor+How to make money in stocks,9780063356733,BEST OF INVESTMENT | (INTELLIGENT INVESTOR AND HOW TO MAKE MONEY IN STOCKS) | 2 BOOKS COMBO | INVESTMENT BOOKS | STOCK MARKET BOOKS | PAPERBACK | ENGLISH | GET BOOKMARKS,BENJAMIN GRAHAM::WILLIAM J O'NEIL,PIKATUS,Paperback,English,Business and Management Books,https://img.fkcdn.com/image/xif0q/book/o/a/o/best-of-investment-intelligent-investor-and-how-to-make-money-in-original-imah5vpfmsaccwf4.jpeg,https://img.fkcdn.com/image/xif0q/book/p/u/g/best-of-investment-intelligent-investor-and-how-to-make-money-in-original-imah5vpfqtrvhhhj.jpeg,https://img.fkcdn.com/image/xif0q/book/w/y/c/best-of-investment-intelligent-investor-and-how-to-make-money-in-original-imah5vpfgjcpvz9r.jpeg,,,,,,,,,1st Edition,2020,1000,NON FICTION::BUSINESS MANAGEMENT::STOCK MARKET AND INVESTMENT,,,"William J. O'Neil (1933–2023) was a renowned American entrepreneur, stockbroker, and author, best known for founding the investment research company *Investor's Business Daily*. He developed the **CAN SLIM** investment strategy, a hybrid approach that combines technical and fundamental analysis. O'Neil's influential book *""How to Make Money in Stocks""* has guided many investors in identifying growth stocks and navigating the stock market successfully. His contributions have made a lasting impact on modern investment practices.","Stock market and investment books provide valuable insights into financial markets, helping readers understand how to invest wisely and manage risks. These books cover topics like stock analysis, market trends, portfolio management, and different investment strategies. Classics like *""The Intelligent Investor""* by Benjamin Graham emphasize long-term value investing, while more modern guides like *""How to Make Money in Stocks""* by William J. O'Neil focus on growth investing and technical analysis. Such books are essential for both beginners and experienced investors seeking to improve their financial knowledge and decision-making.",2,"Economics, Finance & Business Management","Economics, Business and Management Books"
Big Panda and Tiny Dragon ,9781647225124,Big Panda and Tiny Dragon,Norbury James,Insight Editions,Hardcover,English,Philosophy Books,https://img.fkcdn.com/image/kxhvf680/book/e/c/z/big-panda-and-tiny-dragon-original-imag9xuz6war6duu.jpeg,,,,,,,,,,,,,160,"Body, Mind & Spirit",,,,,,Philosophy & Religion,Philosophy and Religion Books
Bleach Box Set 1 ,9789526528885,Bleach Box Set (vol. 1-21),Kubo Tite,Viz media,Paperback,English,Manga,https://img.fkcdn.com/image/xif0q/book/y/k/p/bleach-box-set-vol-1-21-original-imah8gy2zbz5vscu.jpeg,https://img.fkcdn.com/image/xif0q/book/w/p/w/bleach-box-set-vol-1-21-original-imah8gy254wgcezh.jpeg,,,,,,,,,,,,,,,,,,,,Other Books
Blue Lock Manga Set (Volume 1-21) ,9788419290960,Blue Lock Manga Set (Volume 1-21),Muneyuki Kaneshiro,kodansha,Paperback,English,Manga,https://img.fkcdn.com/image/xif0q/book/v/z/7/blue-lock-manga-set-volume-1-21-original-imahaxszq9c5zws8.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
"Blue Lock, Manga Combo Set, Vol. 1-7",9787013439140,"Blue Lock, Manga Combo Set, Vol. 1-7 (English, Paperback, Kaneshiro Muneyuki)",Kaneshiro Muneyuki,Viz Media. India.,Paperback,English,Manga,https://img.fkcdn.com/image/xif0q/book/p/r/n/blue-lock-manga-combo-set-vol-1-7-english-paperback-kaneshiro-original-imahfzf6eebn4vgh.jpeg,,,,,,,,,,,first,2023,208,Comics & Graphic Novels,,,,,,,Other Books
Blue Sisters,9780008711009,"Blue Sisters: The instant top ten bestseller from the author of Cleopatra and Frankenstein eBook : Mellors, Coco: Amazon.in: Kindle Store",NIL,Fourth Estate BOOKS,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/h/m/d/blue-sisters-the-instant-top-ten-bestseller-from-the-author-of-original-imahez24bnks7m7w.jpeg,,,,,,,,,,,1st,2024,352,crime,,,"Coco Mellors is a writer from London and New York. She received her MFA in Fiction from New York University, where she was a Goldwater fellow. She currently lives in Los Angeles with her husband. Cleopatra and Frankenstein is her first novel.","This emotionally rich novel centers on the Blue sisters, three women—Avery, Bonnie, and Lucky—who are grappling with the sudden death of their fourth sister, Nicky, exactly one year later. Each has carved out a life far from their New York roots: Avery is a lawyer in London in recovery, Bonnie is a former boxer turned bouncer in L.A., and Lucky is a hard-partying model in Paris. When they reunite in their childhood apartment to prevent its sale, they must confront grief, addiction, family secrets, and the roles they’ve always played in each other’s lives.",,Fiction,Fiction Books
English - The Book Thief,9788405932768,BOOK TIEF,MARKUS ZUSAK,JAIDAMBARETAI,Paperback,English,Children's Picture and Activity Books,https://img.fkcdn.com/image/xif0q/book/m/w/2/book-tief-original-imah388kjrh4chuj.jpeg,,,,,,,,,,,FIRST,2016,624,Children's Historical Fiction,2,0544819128,MARKUS ZUSAK,,2,Fiction,Fiction Books
BOXSET of 3 Urmila + Radha : Part 1 + Parvati (Marathi) ,9789334273793,BOXSET of 3 Urmila + Radha : Part 1 + Parvati (Marathi) | मोगऱ्याचे   तीन  सुगंध (मराठी ),samar,Samar Publication,Paperback,Marathi,Fiction Books,https://img.fkcdn.com/image/xif0q/book/j/9/o/boxset-of-3-urmila-radha-part-1-parvati-marathi-original-imahjzu3egte9zvk.jpeg,https://img.fkcdn.com/image/xif0q/book/p/d/g/boxset-of-3-urmila-radha-part-1-parvati-marathi-original-imahjzu3hh4pygjq.jpeg,https://img.fkcdn.com/image/xif0q/book/u/6/k/boxset-of-3-urmila-radha-part-1-parvati-marathi-original-imahjzu3jjv7frff.jpeg,https://img.fkcdn.com/image/xif0q/regionalbooks/a/r/t/boxset-of-5-urmila-radha-1-radha-2-parvati-samudramanthan-original-imahjt5hqqyhhzc9.jpeg,https://img.fkcdn.com/image/xif0q/regionalbooks/f/p/y/boxset-of-5-urmila-radha-1-radha-2-parvati-samudramanthan-original-imahjt5hkngsyxfu.jpeg,,,,,,,Marathi,2025,660,,,,,"""उर्मिला- 1. लक्ष्मणाची पत्नी उर्मिला हिच्या जीवनावर आधारित मराठी कादंबरी. 2. उर्मिलेच्या जन्मापासून ते मृत्यूपर्यंत समग्र जीवनाचे चित्रण करणारी पहिली कादंबरी. 3. मिथिलेतील बालपणापासून ते दोन राज्यांची राजमाता होईपर्यंत तिच्या जीवनाचे अनेक पैलू कादंबरीतून समोर येतात. 4. 'महाकाव्य शिवप्रताप', 'तथागत' (कादंबरी), ‘महाराजाधिराज’ (कादंबरी) आणि ‘महाभारतातील अद्भुत रहस्ये' लिहिणाऱ्या समर यांची कांदबरी!

राधा - श्रावणी नावाची बावीस वर्षीय तरूणी दुःखातून बाहेर पडण्यासाठी आणि भविष्याबाबत शांतपणे चिंतन करण्यासाठी वृंदावनात जाते. तिथे तिला अनपेक्षितपणे राधा भेटते. श्रावणीला काही प्रश्नांची उत्तरं हवी असतात. ती राधेला ते प्रश्न विचारते. राधा त्या प्रश्नांची उत्तरं देतांना वृंदावनातील तिच्या आठवणीही सांगते. श्रीकृष्ण आणि राधेचं नातं श्रावणीला राधेच्या दृष्टीकोनातून समजतं. त्या दोघींच्या संवादातून प्रेम, पुरूष आणि नैतिकतेचे अनेक पैलू उलगडतात. तेच हे एक 'कादंबरीमय उपनिषद!'

पार्वती- पार्वतीचं आपल्या संस्कृतीतील अनन्यसाधारण महत्त्व अधोरेखित करत शिवप्रिया पार्वतीच्या व्यक्तिमत्त्वाच्या ज्ञात-अज्ञात पैलूंचा वेध घेणारी कादंबरी !
पार्वतीच्या जन्मापासूनच कथा सुरू होते. पार्वतीला तीच सती आहे हे कुणी सांगितलं? तिचा भगवान शंकरांशी विवाह होताना त्याबाबत पार्वतीच्या मातेचं मत काय होतं? पार्वतीने कोणतं युद्ध लढलं? या प्रश्नांच्या उत्तरांसह गणेशाच्या जन्माची पुराणातील एक अपरिचित कथा, कार्तिकेयाची कथा, 'काली'चं रूप आणि मुख्य म्हणजे शंकर-पार्वती संवाद या कादंबरीत वाचकांना वाचता येईल.""",,,Other Books
Breath,9781250409041,breath,prem rawat,st ff,Paperback,English,Other Self-Help Books,https://img.fkcdn.com/image/xif0q/book/h/o/e/breath-original-imahdbngevvfgdsg.jpeg,https://img.fkcdn.com/image/xif0q/book/r/u/9/breath-original-imahdbngznfx9t3m.jpeg,,,,,,,,,,,2025,192,self-helf,,1250409047,"Prem Rawat

Born in India in 1957, Prem Rawat, brings over 50 years of experience from his extraordinary journey through life. From boy prodigy, 70's teenage icon, to global peace ambassador, Prem has brought exceptional clarity, inspiration and deep life learning to millions.

Now based in the United States, and founder of The Prem Rawat Foundation, Prem works with people from all walks of life, showing them how to experience the source of peace within themselves. His global effort spans over 100 countries, bringing a practical message of hope, happiness, and peace to all, one person at a time.

He is the internationally bestselling author of Peace Is Possible and is also a pilot, with over 14,500 hours experience, a photographer, classic car restorer, and father to four children and grandfather of four.","Bring peace into your present moment through the power of breath with Global Peace Ambassador Prem Rawat Breath – it marks the beginning and end of life, it is the one thing shared by all human beings, and yet it is one of the most overlooked aspects of the human experience. What we take for granted actually forms the basis of our shared reality. Each breath we take signals triumph over death, our defiant presence in the world, our dedication to persisting. Global Peace Ambassador and New York Times bestselling author Prem Rawat asks us to pause and take a moment to revel in our breath, to wake up to this miracle of shared human experience. Only when we do so can we open ourselves to the possibility of peace—both inner and outer. Filled with intricate line drawings and flowing prose, Breath is a beautiful guide to finding harmony in each moment. Immerse yourself in the simple but profound power of breath to bring peace to your life.",1,,Other Books
"Budhbhushan (Marathi)  (Hardcover, Prabhakar Takwale)",9788195698417,Budhbhushan (Marathi),Prabhakar Takwale,Jijai Prakashan,Hardcover,Marathi,Biographies and Autobiographies,https://img.fkcdn.com/image/xif0q/book/o/n/z/budhbhushan-marathi-original-imagxwyzbrvhygsr.jpeg,https://img.fkcdn.com/image/xif0q/book/o/6/n/budhbhushan-marathi-original-imah4basuhg6jgrp.jpeg,,,,,,,,,,2nd Edition,2011,335,Historical::Biographical::Drama::Social::Fiction,,9350337290,"Prabhakar Takwale was a notable Marathi writer and journalist, known for his contributions to Marathi literature and his deep engagement with historical and social themes. His works often explore significant historical figures and events, blending thorough research with engaging storytelling. Takwale’s writings are distinguished by their detailed narrative style and insightful analysis, reflecting his expertise in history and social issues. His contributions have made him a respected figure in Marathi literary circles, and his works continue to be valued for their educational and literary merit.","""Budhbhushan,"" authored by Prabhakar Takwale, is a compelling Marathi book that delves into the life and legacy of a significant historical figure. The book offers a detailed exploration of the social and political landscape of the time, providing readers with a rich understanding of the era's complexities. Takwale combines meticulous research with a narrative style that brings historical events and personalities to life. Through his vivid storytelling, he illuminates the impact of key figures on Marathi society and culture, offering insights into their contributions and the broader socio-political dynamics of their time. ""Budhbhushan"" stands out for its historical accuracy and engaging prose, making it a valuable read for those interested in Marathi history and biography.",,,Other Books
Butcher & Blackbird  ,9781638931737,Butcher & Blackbird,Weaver Brynne,Zando,Paperback,English,Supernatural and Horror Fiction Books,https://img.fkcdn.com/image/xif0q/book/k/o/7/butcher-blackbird-original-imagvudmf2udswq8.jpeg,,,,,,,,,,,,,368,Fiction,,,,,,Fiction,Fiction Books
Butcher & Blackbird,9798857497074,"Butcher & Blackbird (The Ruinous Love Trilogy, #1) by Brynne Weaver",Brynne Weaver,,Paperback,English,Fiction Books,https://img.fkcdn.com/image/xif0q/book/l/l/4/butcher-blackbird-the-ruinous-love-trilogy-1-by-brynne-weaver-original-imagwufncjmgbevz.jpeg,,,,,,,,,,,,,,,,,,,,,Other Books
Calm The Chaotic Mind,9789394076075,Calm The Chaotic Mind,Kunal Dudeja,Adhyyan Books,Paperback,English,Other Books,https://img.fkcdn.com/image/xif0q/book/g/9/k/calm-the-chaotic-mind-original-imagh33ntd72mfny.jpeg,,,,,,,,,,,1,2022,134,Fiction,,,,,,,Other Books
"Chhaava  (English, Paperback, SAWANT SHIVAJI)",9789357205634,Chhaava,SAWANT SHIVAJI,Mehta Publishing House,Paperback,English,Biographies and Autobiographies,https://img.fkcdn.com/image/xif0q/book/4/b/l/chhaava-chatrapati-sambhaji-and-his-fight-for-swarajya-english-original-imahgjk8m5hpvhvq.jpeg,https://img.fkcdn.com/image/xif0q/book/v/k/h/chhaava-chatrapati-sambhaji-and-his-fight-for-swarajya-english-original-imahgjk8juhgsbs2.jpeg,,,,,,,,,,FIRST,2025,888,Fiction,,89357205634,"SHIVAJI SAWANT

PrevNext

About Author
Birth Date : 31/08/1940
Death Date : 18/09/2002



AFTER COMPLETING HIS EDUCATION UP TO FYBA, SHIVAJI SAWANT COMPLETED A SHORTHAND AND TYPEWRITING COURSE IN COMMERCE. HE WORKED AS A TEACHER AT RAJARAM PRASHALA KOLHAPUR FOR TWENTY YEARS. HE WORKED IN PUNE FOR SIX YEARS IN LOK SHIKSHAN MAGAZINE OF MAHARASHTRA GOVERNMENTS EDUCATION DEPARTMENT. THROUGH DEEP STUDY OF MAHABHARATA, HE CREATED MASTERPIECES LIKE MRITYUNJAYA.",,1,"Biography, Literature & Literary studies","Biographies, Memoirs and General Non-Fiction Books"
Chhava By Shivaji Sawant (Marathi),9789357207959,CHHAWA | CHHAAVA | CHAVA | CHHAVA | CHAAVA - SHIVAJI SAWANT CHATRAPATI SHIVAJI MAHARAJ | SAMBHAJI MAHARAJ | MARATHI EDITION LIMITED EDITION [PAPERBACK] | LIMITED TIME MOVIE POSTER EDITION,SHIVAJI SAWANT,MEHTA PUBLISHING HOUSE,Paperback,Marathi,Historical Fiction Books,https://img.fkcdn.com/image/xif0q/book/o/f/b/chhawa-chhaava-chava-chhava-chaava-shivaji-sawant-chatrapati-original-imahg7gegw3xqzst.jpeg,https://img.fkcdn.com/image/xif0q/regionalbooks/j/x/v/chhava-by-shivaji-sawant-original-imahhwcjrbxgpfjf.jpeg,,,,,,,,,,25,1979,888,HISTORICAL FICTION,,89357207959,,"BORN TO SHIVAJI AND HIS FIRST WIFE SAIBAI, SAMBHAJI WAS ENTRUSTED WITH CARRYING ON THE MARATHA EMPIRE WHICH SHIVAJI BEGAN. BORN AT PURANDAR FORT,HE WAS RAISED BY HIS PATERNAL GRANDMOTHER JIJABAI. SHIVAJI SIGNED THE TREATY OF PURANDAR WITH THE MUGHALS, AND SENT SAMBHAJI TO LIVE WITH RAJA JAI SINGH OF AMBER, AS A POLITICAL HOSTAGE. SAMBHAJI WAS RAISED AS A MUGHAL SARDARAND SERVED THE MUGHAL COURT OF AURANGZEB. AFTER SHIVAJI'S DEATH, SAMBHAJI FOUGHT AGAINST HIS STEPMOTHER, SOYARABAI MOHITE, WHO HAD HER SON RAJARAM CROWNED AS THE HEIR TO THE MARATHA KINGDOM. SAMBHAJI ESCAPED PRISON AND FORMALLY ASCENDED THE THRONE ON 20 JULY 1680. A BRILLIANT TACTICIAN, SAMBHAJI WAS WORTHY OF THE THRONE OF THE MARATHAS, ALTHOUGH HIS RULE WAS SHORT-LIVED. THIS BOOK REVEALS HIS LIFE STORY AND SHOWCASES HIM FOR THE RULER THAT HE WAS.",1,History & Archaeology,Other Books
